ICAO,TYPE/SIZE,NAME,ELEVATION,iso_country,iso_region,municipality,Lat,Lon
KWST,small_airport,Westerly State Airport,81,US,US-RI,Westerly,-71.80339813,41.34960175
KWVI,small_airport,Watsonville Municipal Airport,163,US,US-CA,Watsonville,-121.7900009,36.93569946
KWVL,small_airport,Waterville Robert Lafleur Airport,333,US,US-ME,Waterville,-69.67549896,44.53319931
KWWD,medium_airport,Cape May County Airport,23,US,US-NJ,Wildwood,-74.90830231,39.00849915
KWWR,medium_airport,West Woodward Airport,2189,US,US-OK,Woodward,-99.5226667,36.438
KWYS,medium_airport,Yellowstone Airport,6649,US,US-MT,West Yellowstone,-111.1179962,44.68840027
KX04,small_airport,Orlando Apopka Airport,143,US,US-FL,Apopka,-81.58170319,28.7071991
KX05,small_airport,Pilot Country Airport,80,US,US-FL,Brooksville,-82.49649811,28.33029938
KX06,small_airport,Arcadia Municipal Airport,60,US,US-FL,Arcadia,-81.83730316,27.19199944
KX07,small_airport,Lake Wales Municipal Airport,127,US,US-FL,Lake Wales,-81.62039948,27.89380074
KX10,small_airport,Belle Glade State Municipal Airport,14,US,US-FL,Belle Glade,-80.66230011,26.70089912
KX13,small_airport,Carrabelle Thompson Airport,20,US,US-FL,Carrabelle,-84.7009964,29.84219933
KX14,small_airport,La Belle Municipal Airport,20,US,US-FL,La Belle,-81.43260193,26.74419975
KX21,small_airport,Arthur Dunn Air Park,30,US,US-FL,Titusville,-80.83570099,28.62229919
KX26,small_airport,Sebastian Municipal Airport,21,US,US-FL,Sebastian,-80.49590302,27.81259918
KX35,small_airport,Dunnellon Marion Co & Park of Commerce Airport,65,US,US-FL,Dunnellon,-82.37660217,29.0618
KX39,small_airport,Tampa North Aero Park Airport,68,US,US-FL,Tampa,-82.37449646,28.22130013
KX40,small_airport,Inverness Airport,50,US,US-FL,Inverness,-82.316498,28.808599
KX43,small_airport,Sunray Airport,3507,US,US-TX,Sunray,-101.829002,36.029202
KX49,small_airport,South Lakeland Airport,110,US,US-FL,Lakeland,-82.04399872,27.9333992
KX50,small_airport,Massey Ranch Airpark,12,US,US-FL,New Smyrna Beach,-80.92510223,28.97890091
KX51,small_airport,Miami Homestead General Aviation Airport,7,US,US-FL,Homestead,-80.554296,25.499201
KX54,small_airport,Benger Air Park,4003,US,US-TX,Friona,-102.692,34.654202
KX58,small_airport,Indiantown Airport,30,US,US-FL,Indiantown,-80.44010162,27.03639984
KX59,small_airport,Valkaria Airport,26,US,US-FL,Malabar,-80.55979919,27.96199989
KX60,small_airport,Williston Municipal Airport,76,US,US-FL,Williston,-82.47290039,29.35420036
KXA,seaplane_base,Kasaan Seaplane Base,,US,US-AK,Kasaan,-132.397995,55.53739929
KXBP,small_airport,Bridgeport Municipal Airport,852,US,US-TX,Bridgeport,-97.82839966,33.1753006
KXFL,small_airport,Flagler Executive Airport,33,US,US-FL,Palm Coast,-81.206299,29.4674
KXLL,small_airport,Allentown Queen City Municipal Airport,399,US,US-PA,Allentown,-75.48829651,40.57030106
KXMR,medium_airport,Cape Canaveral AFS Skid Strip,10,US,US-FL,Cocoa Beach,-80.56659698,28.46759987
KXNA,medium_airport,Northwest Arkansas Regional Airport,1287,US,US-AR,Fayetteville/Springdale/Rogers,-94.306801,36.281898
KXNI,small_airport,Andrew Othole Memorial Airport,6370,US,US-NM,Zuni,-108.9376,35.060675
KXNO,small_airport,North Air Force Auxillary Airfield,321,US,US-SC,North,-81.08328,33.609355
KXSA,small_airport,Tappahannock-Essex County Airport,135,US,US-VA,Tappahannock,-76.89409637,37.85960007
KXTA,medium_airport,Homey (Area 51) Airport,4462,US,US-NV,Groom Lake,-115.810997,37.23500061
KXVG,small_airport,Longville Municipal Airport,1334,US,US-MN,Longville,-94.204002,46.9902
KY03,small_airport,Springfield Municipal Airport,1324,US,US-SD,Springfield,-97.90119934,42.88000107
KY14,small_airport,Marv Skie Lincoln County Airport,1515,US,US-SD,Tea,-96.80200195,43.45750046
KY19,small_airport,Mandan Municipal Airport,1944,US,US-ND,Mandan,-100.8939972,46.76819992
KY23,small_airport,Chetek Municipal Southworth Airport,1055,US,US-WI,Chetek,-91.63619995,45.30619812
KY27,small_airport,Standing Rock Airport,1633,US,US-ND,Fort Yates,-100.6350021,46.06639862
KY31,small_airport,West Branch Community Airport,882,US,US-MI,West Branch,-84.179802,44.244801
KY37,small_airport,Park River W C Skjerven Field,1104,US,US-ND,Park River,-97.78079987,48.39400101
KY43,small_airport,Anita Municipal Kevin Burke Memorial Field,1251,US,US-IA,Anita,-94.7696991,41.44029999
KY47,small_airport,Oakland Southwest Airport,926,US,US-MI,New Hudson,-83.623703,42.50310135
KY50,small_airport,Wautoma Municipal Airport,859,US,US-WI,Wautoma,-89.30449677,44.04159927
KY51,small_airport,Viroqua Municipal Airport,1292,US,US-WI,Viroqua,-90.9131012,43.57939911
KY55,small_airport,Crandon Municipal Airport,1646,US,US-WI,Crandon,-88.93340302,45.51660156
KY65,small_airport,Campbell-Pratt Airport,602,US,US-MI,Indian River,-84.599115,45.406239
KY70,small_airport,Ionia County Airport,818,US,US-MI,Ionia,-85.0605011,42.93799973
KY72,small_airport,Bloyer Field,966,US,US-WI,Tomah,-90.48349762,43.97499847
KY74,small_airport,Parshall Hankins Airport,2031,US,US-ND,Parshall,-102.1419983,47.93640137
KY8,small_airport,Hancock Co-Ron Lewis Field,412,US,US-KY,Lewisport,-86.857158,37.953196
KY83,small_airport,Sandusky City Airport,776,US,US-MI,Sandusky,-82.84940338,43.45420074
KY89,small_airport,Kalkaska City Airport,1030,US,US-MI,Kalkaska,-85.20310211,44.72520065
KY93,small_airport,Atlanta Municipal Airport,875,US,US-MI,Atlanta,-84.13330078,45
KY94,small_airport,East Jordan City Airport,642,US,US-MI,East Jordan,-85.1065979,45.13010025
KY95,small_airport,Hillman Airport,850,US,US-MI,Hillman,-83.94029999,45.08330154
KYIP,medium_airport,Willow Run Airport,716,US,US-MI,Detroit,-83.53040314,42.23789978
KYKM,medium_airport,Yakima Air Terminal McAllister Field,1099,US,US-WA,Yakima,-120.5439987,46.56819916
KYKN,medium_airport,Chan Gurney Municipal Airport,1306,US,US-SD,Yankton,-97.3859024,42.91669846
KYL,closed,Port Largo Airport,4,US,US-FL,Key Largo,-80.42992,25.09334
KYNG,medium_airport,Youngstown Warren Regional Airport,1192,US,US-OH,Youngstown/Warren,-80.67910004,41.26070023
KZ01,small_airport,Eglin Auxiliary Field 6 Airport,120,US,US-FL,Valparaiso,-86.74269867,30.63369942
KZ10,small_airport,Pacemaker Landing Zone Airport,397,US,US-WA,,-122.4459991,47.02170181
KZ12,closed,General Mitchell Intl Heliport,676,US,US-WI,Milwaukee,-87.9003,42.9378
KZ15,closed,Adams Field Heliport,259,US,US-AR,Little Rock,-92.2391,34.7315
KZ19,heliport,Davison Army Airfield Heliport,40,US,US-VA,Fort Belvoir,-77.180402,38.7174
KZ23,heliport,West Bend Municipal Helipad,881,US,US-WI,West Bend,-88.13333333,43.42194444
KZ24,heliport,Naval Medical Center Helipad,5,US,US-VA,Portsmouth,-76.31388889,36.84833333
KZ26,heliport,Camp Roberts Heliport,660,US,US-CA,San Miguel,-120.7427778,35.79138889
KZ27,heliport,Pyramid Head Helipad,973,US,US-CA,San Clemente Island,-118.381601,32.8366
KZ32,heliport,Marine Corps Recruit Depot Heliport,7,US,US-SC,Parris Island,-80.6733,32.3441
KZ98,small_airport,Ottawa Executive Airport,740,US,US-MI,Zeeland,-85.92810059,42.81719971
KZB,seaplane_base,Zachar Bay Seaplane Base,,US,US-AK,Zachar Bay,-153.746052,57.553001
KZEF,small_airport,Elkin Municipal Airport,1068,US,US-NC,Elkin,-80.78610229,36.27999878
KZER,small_airport,Schuylkill County /Joe Zerbey/ Airport,1729,US,US-PA,Pottsville,-76.37310028,40.70650101
KZPH,small_airport,Zephyrhills Municipal Airport,90,US,US-FL,Zephyrhills,-82.15589905,28.22820091
KZUN,small_airport,Black Rock Airport,6454,US,US-NM,Zuni Pueblo,-108.7919998,35.08319855
KZZV,medium_airport,Zanesville Municipal Airport,900,US,US-OH,Zanesville,-81.89209747,39.94440079
L11,seaplane_base,Pebbly Beach Seaplane Base,,US,US-CA,Avalon,-118.311996,33.338402
L18,small_airport,Fallbrook Community Airpark,708,US,US-CA,Fallbrook,-117.2509995,33.35419846
L20,small_airport,Coal Creek Airport,850,US,US-AK,Yukon Charley Rivers,-143.1349945,65.31130219
L25,small_airport,Pearce Ferry Airport,2941,US,US-AZ,Meadview,-114.0459976,36.09360123
L36,small_airport,Rio Linda Airport,45,US,US-CA,Rio Linda,-121.4449997,38.67499924
L37,small_airport,Grand Canyon Caverns Airport,5386,US,US-AZ,Peach Springs,-113.2470016,35.52830124
L40,small_airport,Colfax Airport,95,US,US-LA,Colfax,-92.69120026,31.51600075
L44,small_airport,Moundville Airport,162,US,US-AL,Moundville,-87.64060211,32.96820068
L52,small_airport,Oceano County Airport,14,US,US-CA,Oceano,-120.6220016,35.10139847
L53,small_airport,Lodi Airpark,25,US,US-CA,Lodi,-121.3160019,38.08409882
L54,small_airport,Agua Caliente Airport,1220,US,US-CA,Agua Caliente Springs,-116.2929993,32.95009995
L57,small_airport,Hidden Hills Airport,2808,US,US-NV,Pahrump,-115.862999,36.00640106
L61,small_airport,Shoshone Airport,1568,US,US-CA,Shoshone,-116.2689972,35.96860123
L78,small_airport,Jacumba Airport,2844,US,US-CA,Jacumba,-116.1650009,32.61600113
L80,closed,Roy Williams Airport,2464,US,US-CA,Joshua Tree,-116.251999,34.154202
L85,seaplane_base,Mackeys Lakes Seaplane Base,175,US,US-AK,Soldotna,-150.9960022,60.53359985
L87,heliport,Ida's Heliport,286,US,US-LA,Ida,-93.89320374,33.00429916
L89,small_airport,Kibs Air Park,51,US,US-LA,Bristol,-92.14600372,30.38129997
L90,small_airport,Ocotillo Airport,160,US,US-CA,Ocotillo Wells,-116.1330032,33.15000153
L92,small_airport,Alamo Landing Field,3719,US,US-NV,Alamo,-115.1940002,37.36249924
L93,seaplane_base,Robe Lake Seaplane Base,39,US,US-AK,Valdez,-146.1439972,61.08710098
L95,seaplane_base,Jones Landing Seaplane Base,180,US,US-AK,Big Lake,-149.9389954,61.55479813
LA00,heliport,Baton Rouge General Medical Center Heliport,36,US,US-LA,Baton Rouge,-91.09449768,30.39489937
LA01,small_airport,Millers Flying Service Airport,44,US,US-LA,Basile,-92.54679871,30.48349953
LA02,heliport,Hammond Developmental Center Heliport,42,US,US-LA,Hammond,-90.5664978,30.51840019
LA03,heliport,LSU University Hospital Heliport,142,US,US-LA,New Orleans,-90.08496857,29.95644379
LA04,closed,Cane-Air Airport,17,US,US-LA,Belle Rose,-91.066803,30.0502
LA05,heliport,Baton Rouge Heliport,22,US,US-LA,Baton Rouge,-91.0490036,30.36420059
LA06,heliport,St Luke General Hospital Heliport,25,US,US-LA,Arnaudville,-91.93509674,30.40189934
LA07,small_airport,Price Ultralightport,50,US,US-LA,Abita Springs,-90.00830078,30.51749992
LA08,heliport,Jesuits Bend Heliport,,US,US-LA,Belle Chasse,-90.03230286,29.75830078
LA09,heliport,Air Logistics (Intracoastal City) Heliport,5,US,US-LA,Intracoastal City,-92.16369629,29.78409958
LA10,closed,Metro Ambulance Service Heliport,80,US,US-LA,Monroe,-92.111198,32.507401
LA11,heliport,Nl Baroid Heliport,9,US,US-LA,Fourchon,-90.21040344,29.09880066
LA12,heliport,La State Police Troop B Helipad Heliport,,US,US-LA,Kenner,-90.23870087,30.01239967
LA13,small_airport,Shaw Crop Service Airport,95,US,US-LA,Hammond,-90.31590271,30.57819939
LA14,heliport,Coffman Heliport,80,US,US-LA,West Monroe,-92.15083313,32.51055527
LA15,small_airport,Wilbert Airport,12,US,US-LA,Plaquemine,-91.28620148,30.25989914
LA16,small_airport,Castille Field,25,US,US-LA,Breaux Bridge,-91.8667984,30.24600029
LA17,small_airport,Pioneer Field Flight Park Ultralightport,173,US,US-LA,Bossier City,-93.69409943,32.60179901
LA18,heliport,Bunkie General Hospital Heliport,100,US,US-LA,Bunkie,-92.17690277,30.95249939
LA19,heliport,Cchcc Heliport,102,US,US-LA,Coushatta,-93.33329773,32.01670074
LA20,heliport,St Francis Cabrini Hospital Heliport,147,US,US-LA,Alexandria,-92.46269989,31.28409958
LA21,small_airport,Chloe Airport,10,US,US-LA,Lake Charles,-93.1352005,30.25489998
LA22,heliport,PG&E Livermore Training Center Heliport,572,US,US-CA,Livermore,-121.709742,37.699064
LA23,heliport,Citizens Medical Center Heliport,190,US,US-LA,Columbia,-92.09420013,32.0780983
LA24,heliport,St Tammany Parish Hospital Heliport,18,US,US-LA,Covington,-90.11380005,30.46780014
LA25,small_airport,Central Farmers Coop Airport,68,US,US-LA,Mamou,-92.41400146,30.69739914
LA26,small_airport,Unicorn Airport,147,US,US-LA,Folsom,-90.23329926,30.66110039
LA27,heliport,Texas Eastern Transmission Maintenance Hq Heliport,15,US,US-LA,Lake Charles,-93.12930298,30.22380066
LA28,heliport,Louisiana State Police Headquarters Heliport,55,US,US-LA,Baton Rouge,-91.10600281,30.44820023
LA29,heliport,Byrd Memorial Hospital Heliport,250,US,US-LA,Leesville,-93.26909637,31.13769913
LA30,small_airport,Phoenix Airport,31,US,US-LA,Rayne,-92.24169922,30.24819946
LA31,small_airport,Gotreaux Strip,16,US,US-LA,Lacassine,-92.9332962,30.20000076
LA32,small_airport,Lake Air Service Airport,11,US,US-LA,Lake Arthur,-92.68360138,30.08349991
LA33,small_airport,Cuba Farm Airport,80,US,US-LA,Monroe,-92.11370087,32.57649994
LA34,small_airport,Reno Flight Park Airport,68,US,US-LA,Monroe,-92.06639862,32.40520096
LA35,small_airport,Summerville Airstrip,77,US,US-LA,Le Compte,-92.422096,31.1621
LA36,small_airport,Whitehall Field Ultralightport,16,US,US-LA,Convent,-90.8932724,30.07980537
LA37,heliport,West Feliciana Parish Hospital Heliport,120,US,US-LA,St Francisville,-91.36530304,30.78470039
LA38,seaplane_base,Pelican Seaplane Base,,US,US-LA,Slidell,-89.80529785,30.26689911
LA39,heliport,Chalkley Heliport,5,US,US-LA,Bell City,-93.05130005,30.01070023
LA40,small_airport,F L Braughton Airport,50,US,US-LA,Vidalia,-91.59279633,31.34390068
LA41,small_airport,Dupuis Airport,20,US,US-LA,Breaux Bridge,-91.940778,30.315667
LA42,small_airport,Capozzoli Airport,24,US,US-LA,Prairieville,-90.922203,30.3503
LA43,heliport,Air Logistics 2 Heliport,23,US,US-LA,New Iberia,-91.88150024,30.04520035
LA44,heliport,Calpine Heliport,13,US,US-LA,St Gabriel,-90.06401825,30.2307663
LA45,heliport,River West Medical Center Heliport,19,US,US-LA,Plaquemine,-91.24510193,30.26210022
LA46,small_airport,Omni Airport,24,US,US-LA,Port Allen,-91.3022995,30.5041008
LA47,heliport,Marathon Venice Heliport,-3,US,US-LA,Venice,-89.36389923,29.28610039
LA48,small_airport,Max Airport,55,US,US-LA,Cottonport,-92.04460144,30.9939003
LA49,heliport,Fourchon Base Heliport,5,US,US-LA,Leeville,-90.18540192,29.10269928
LA50,heliport,Mobil Heliport,2,US,US-LA,Lake Arthur,-94.69490051,30.1060009
LA51,small_airport,Stuart Airstrip,130,US,US-LA,Coushatta,-93.43070221,32.01819992
LA52,small_airport,T & M Ag Aviation Airport,185,US,US-LA,Dixie,-93.82379913,32.69879913
LA53,small_airport,Tensas Flying Service Airport,96,US,US-LA,St. Joseph,-91.263889,31.9775
LA54,small_airport,Gilliam Airport,194,US,US-LA,Gilliam,-93.83769989,32.83760071
LA55,heliport,Lake Charles Memorial Heliport,15,US,US-LA,Lake Charles,-93.19740295,30.20490074
LA56,small_airport,Naylor Airport,155,US,US-LA,Robson,-93.65850067,32.34180069
LA57,small_airport,Kinder Ag Service Airport,45,US,US-LA,Eunice,-92.408997,30.399099
LA58,small_airport,Peter Creek Ranch Airport,200,US,US-LA,Spearsville,-92.59320068,32.97900009
LA59,heliport,Thibodaux Regional Medical Center Heliport,14,US,US-LA,Thibodaux,-90.81400299,29.78630066
LA60,small_airport,Live Oak Landing Strip,6,US,US-LA,Abbeville,-92.115511,29.824421
LA61,small_airport,Kenan Airstrip,20,US,US-LA,Kaplan,-92.24120331,30.00839996
LA62,heliport,Grand View Lodge Heliport,2,US,US-LA,Lake Charles,-93.000556,29.834722
LA63,small_airport,Travis Airport,122,US,US-LA,Bastrop,-91.83080292,32.97169876
LA64,seaplane_base,Bayou Boeuf Seaplane Base,2,US,US-LA,Amelia,-91.10009766,29.68350029
LA65,heliport,Acadian Medical Center Heliport,56,US,US-LA,Eunice,-92.387222,30.496667
LA66,heliport,Arco Morgan City Heliport,,US,US-LA,Amelia,-91.10199738,29.64220047
LA67,small_airport,Angola Airstrip,45,US,US-LA,Angola,-91.58480072,30.95159912
LA68,small_airport,Zaunbrecher Strip,26,US,US-LA,Iota,-92.51989746,30.31579971
LA69,heliport,Jenkins Heliport,50,US,US-LA,Baton Rouge,-91.07959747,30.47159958
LA70,heliport,Erath Heliport,11,US,US-LA,Erath,-92.0515976,29.91710091
LA71,small_airport,O'Brien Flying Service Airport,26,US,US-LA,Iowa,-93.00019836,30.22439957
LA72,heliport,Dauterive Hospital Heliport,14,US,US-LA,New Iberia,-91.79399872,30.00740051
LA73,small_airport,Huffaker Field,6,US,US-LA,Houma,-90.8022995,29.60860062
LA74,heliport,Cagc Berwick Heliport,13,US,US-LA,Berwick,-91.22229767,29.70470047
LA75,small_airport,Glenn's Strip Ultralightport,29,US,US-LA,Duson,-92.21444702,30.2052784
LA76,small_airport,Spillers Club Airport,16,US,US-LA,Breaux Bridge,-91.90840149,30.22940063
LA77,small_airport,Tebow Airport,60,US,US-LA,Bunkie,-92.174599,30.9632
LA78,heliport,Cagc Dock Heliport,6,US,US-LA,Cameron,-93.32240295,29.7894001
LA79,small_airport,Sycamore Airport,180,US,US-LA,Amite,-90.35790253,30.71850014
LA80,heliport,Popeyes Heliport,6,US,US-LA,New Orleans,-90.18229675,29.96829987
LA81,small_airport,Cheneyville Airport,63,US,US-LA,Cheneyville,-92.28009796,30.00160027
LA82,heliport,Va Medical Center Heliport,150,US,US-LA,Alexandria,-92.43710327,31.35320091
LA83,small_airport,Mc Cutcheon Field,272,US,US-LA,Clinton,-91.04589844,30.89599991
LA84,heliport,St Elizabeth Hospital,10,US,US-LA,Gonzales,-90.93083191,30.20944405
LA85,closed,Odeco Cocodrie Heliport,3,US,US-LA,Cocodrie,-90.662003,29.249399
LA86,heliport,Tenneco-Cocodrie Heliport,3,US,US-LA,Cocodrie,-90.66590118,29.23719978
LA87,small_airport,Covington-Vincent Airport,35,US,US-LA,Covington,-90.1529007,30.50959969
LA88,closed,Hensgens Strip,35,US,US-LA,Crowley,-92.343201,30.344601
LA89,heliport,Southern Baptist Hospital Heliport,114,US,US-LA,New Orleans,-90.10399628,29.93740082
LA90,small_airport,Walsh Airport,26,US,US-LA,Crowley,-92.42620087,30.29433378
LA91,small_airport,Gary Landing Strip Ultralightport,21,US,US-LA,Parks,-91.83350372,30.22130013
LA92,heliport,Union Dulac Heliport,,US,US-LA,Dulac,-90.72059631,29.37299919
LA93,heliport,Children's Hospital Heliport,36,US,US-LA,New Orleans,-90.128333,29.916944
LA94,closed,Corkern Airport,105,US,US-LA,Enon,-90.065399,30.722401
LA95,heliport,Abbeville General Hospital Heliport,13,US,US-LA,Abbeville,-92.108433,29.974361
LA96,heliport,Riverbend Heliport,115,US,US-LA,St Francisville,-91.33860016,30.7609005
LA97,heliport,Lady of the Sea Hospital Heliport,3,US,US-LA,Galliano,-90.33339691,29.50020027
LA98,seaplane_base,West Bay Seaplane Base,,US,US-LA,Venice,-89.38809967,29.13190079
LA99,heliport,Medical Center of Baton Rouge Heliport,40,US,US-LA,Baton Rouge,-91.00009918,30.44210052
LL01,heliport,USF Family Medical Center Heliport,760,US,US-IL,Monmouth,-90.659007,40.921607
LL04,heliport,Morris Hospital Heliport,512,US,US-IL,Morris,-88.42700195,41.37030029
LL07,small_airport,Herb Tautz Airport,853,US,US-IL,Mount Carroll,-89.968114,42.06258
LL09,small_airport,Air Estates Inc Airport,800,US,US-IL,Mundelein,-88.09449768,42.2806015
LL10,small_airport,Naper Aero Club Airport,708,US,US-IL,Naperville,-88.20339966,41.73479843
LL11,heliport,Edward Hospital Heliport,702,US,US-IL,Naperville,-88.15029907,41.76060104
LL12,heliport,Brown and Lambrecht Heliport,600,US,US-IL,New Lenox,-87.34140015,41.50030136
LL13,small_airport,Stoney Real Estate Airport,460,US,US-IL,Enfield,-88.30059814,38.04859924
LL18,small_airport,Ernest E Orwig Airport,790,US,US-IL,North Henderson,-90.45290375,41.09730148
LL20,closed,Smith Restricted Landing Area,582,US,US-IL,Greenfield,-90.277802,39.313099
LL22,small_airport,Brookeridge Air Park,750,US,US-IL,Downers Grove,-87.9992981,41.73270035
LL23,small_airport,Meyer Airport,580,US,US-IL,Oquawka,-90.87779999,41.01720047
LL24,small_airport,Sunset Acres Airport,665,US,US-IL,Manteno,-87.78530121,41.20700073
LL25,heliport,Community Hospital of Ottawa Heliport,480,US,US-IL,Ottawa,-88.82510376,41.3572998
LL26,small_airport,Schaller Airport,434,US,US-IL,New Athens,-89.87090302,38.27500153
LL27,small_airport,Smith Airport,702,US,US-IL,Macomb,-90.62349701,40.45420074
LL28,small_airport,Sd Aero Airport,930,US,US-IL,Capron,-88.71720123,42.43280029
LL29,heliport,Pana Community Hospital Heliport,685,US,US-IL,Pana,-89.08439636,39.37889862
LL32,small_airport,C D Maulding Airport,800,US,US-IL,Paxton,-88.07499695,40.45000076
LL33,small_airport,Rdh Farms Airport,745,US,US-IL,Good Hope,-90.67970276,40.57970047
LL34,small_airport,Thorp Airport,750,US,US-IL,Wapella,-88.90010071,40.21670151
LL35,heliport,Chicago Fire Dept Air Sea Rescue Heliport,598,US,US-IL,Chicago,-87.52670288,41.7242012
LL36,heliport,Exposition Gardens Heliport,760,US,US-IL,Peoria,-89.6167984,40.76250076
LL37,heliport,OSF Saint Francis Medical Center Heliport,585,US,US-IL,Peoria,-89.59320068,40.7016983
LL38,small_airport,Stutzke Airport,740,US,US-IL,Sterling,-89.83830261,41.81029892
LL39,small_airport,Curanda Airport,620,US,US-IL,Morris,-88.47779846,41.25749969
LL40,small_airport,Frankfort Airport,778,US,US-IL,Frankfort,-87.84049988,41.47750092
LL42,heliport,St James Hospital Heliport,660,US,US-IL,Pontiac,-88.68060303,40.87110138
LL43,small_airport,Gerald H Hamer Airport,690,US,US-IL,Peru,-89.16670227,41.45000076
LL44,small_airport,Trovero Airport,625,US,US-IL,Peru,-89.10929871,41.29859924
LL45,small_airport,Lindell Loveless Airport,657,US,US-IL,Gillespie,-89.82180023,39.18230057
LL46,small_airport,Read Airport,663,US,US-IL,Piper City,-88.15280151,40.83530045
LL47,closed,Heritage Manor South Heliport,444,US,US-IL,Beardstown,-90.430298,40.006699
LL48,closed,Wilcoxon Airport,600,US,US-IL,Athens,-89.742502,39.949201
LL49,small_airport,Raymond Restricted Landing Area,658,US,US-IL,Jerseyville,-90.27220154,39.06219864
LL51,small_airport,Riley's Field,663,US,US-IL,Plainfield,-88.2736969,41.60419846
LL52,small_airport,Wilts Airport,650,US,US-IL,Streator,-88.93910217,41.16109848
LL53,small_airport,Olson Airport,955,US,US-IL,Plato Center,-88.45760345,42.00889969
LL54,small_airport,Dunn Airport,850,US,US-IL,Paw Paw,-89.02999878,41.7193985
LL55,small_airport,Gentry Airport,865,US,US-IL,Polo,-89.55979919,41.99089813
LL56,closed,Schott Airport,659,US,US-IL,Pontiac,-88.589631,40.883163
LL61,small_airport,Doering's Port Airport,606,US,US-IL,Prophetstown,-89.90260315,41.68560028
LL64,small_airport,Ralph E. Daniels Airport,457,US,US-IL,Putnam,-89.39450073,41.19950104
LL65,small_airport,Edgar Read Airport,690,US,US-IL,Putnam,-89.45010376,41.19449997
LL66,small_airport,Egland Field,750,US,US-IL,Ransom,-88.69309998,41.21229935
LL69,small_airport,Cambier Airport,800,US,US-IL,Ridott,-89.42150116,42.29970169
LL74,small_airport,Maple Hurst Farms Airport,823,US,US-IL,Rochelle,-89.04869843,42.00839996
LL75,small_airport,Chester Wyss Airport,920,US,US-IL,Rock City,-89.45010376,42.42499924
LL78,small_airport,Lz Fairwinds Airport,752,US,US-IL,Rockford,-89.15090179,42.31169891
LL79,small_airport,Severson Airport,813,US,US-IL,Rockford,-89.13069916,42.39310074
LL80,small_airport,Darrington Airport,862,US,US-IL,Rockford,-89.16120148,42.38199997
LL81,small_airport,Latham Park Aero Estates Airport,778,US,US-IL,Rockford,-89.070099,42.375
LL82,heliport,Atwood Heliport,735,US,US-IL,Rockford,-89.08180237,42.30220032
LL83,heliport,Rockford Memorial Hospital Heliport,731,US,US-IL,Rockford,-89.09929657,42.29859924
LL84,heliport,St Anthony Medical Center Heliport,860,US,US-IL,Rockford,-89.00340271,42.26950073
LL87,small_airport,Compass Rose Airport,970,US,US-IL,Rockton,-88.9029007,42.45560074
LL88,small_airport,Harry D Fenton Airport,770,US,US-IL,Rockton,-89.08899689,42.47499847
LL89,small_airport,Blackhawk Farms Inc Airport,759,US,US-IL,Rockton,-89.10790253,42.48720169
LL90,small_airport,Mc Curdy Strip,960,US,US-IL,Rockton/Belvidere,-88.90010071,42.44589996
LL91,small_airport,Hillman Airport,870,US,US-IL,Rock City,-89.45290375,42.41579819
LL94,small_airport,Mc Curdy Airport,755,US,US-IL,Roscoe,-88.99949646,42.43450165
LL95,heliport,Clarke Heliport,805,US,US-IL,Roselle,-88.10046226,41.98634488
LL97,small_airport,Rockenbach Airport,800,US,US-IL,Round Lake,-88.08480072,42.33890152
LL98,small_airport,John W Meils Restricted Landing Area,705,US,US-IL,Rutland,-89.10829926,40.9435997
LOR,heliport,Lowe AHP (Fort Rucker) Heliport,294,US,US-AL,Fort Rucker Ozark,-85.75119781,31.35580063
LRO,closed,Sharpe AAF,55,US,US-CA,Lathrop,-121.2728056,37.83791667
LS00,small_airport,Whitehead Ultralightport,105,US,US-LA,Zachary,-91.11430359,30.67550087
LS01,heliport,Shell Pipe Line Gibson Heliport,5,US,US-LA,Gibson,-90.94589996,29.62940025
LS02,heliport,North Oaks Medical Center Heliport,38,US,US-LA,Hammond,-90.46199799,30.46629906
LS03,small_airport,Stephen's Flying Service Airport,89,US,US-LA,Winnsboro,-91.59329987,32.29330063
LS04,small_airport,Bobby Jones Flying Service Inc Airport,69,US,US-LA,Mangham,-91.83950043,32.31669998
LS05,heliport,Troop B Heliport,10,US,US-LA,New Orleans,-90.11669922,29.99850082
LS06,heliport,Pointe Coupee General Hospital Heliport,37,US,US-LA,New Roads,-91.4611969,30.68320084
LS07,heliport,Lsu Health Science Center Heliport,336,US,US-LA,Shreveport,-93.7621994,32.48059845
LS08,heliport,Boothville Heliport,3,US,US-LA,Boothville,-89.435912,29.35414
LS09,closed,Sylvester's Airport,70,US,US-LA,Ville Platte,-92.317596,30.695801
LS10,small_airport,Reynolds Airport,20,US,US-LA,Westlake,-93.3117981,30.27210045
LS11,closed,Liddieville Airport,73,US,US-LA,Winnsboro,-91.843696,32.1535
LS12,heliport,Bastian Bay Heliport,10,US,US-LA,Buras,-89.61419678,29.31410027
LS13,heliport,Omni Heliport,50,US,US-LA,Carencro,-92.04119873,30.34790039
LS14,small_airport,Lyon Airport,6,US,US-LA,Thornwell,-92.825104,30.070999
LS15,closed,Diamond Shamrock Heliport,20,US,US-LA,Jeanerette,-91.680397,29.891899
LS16,small_airport,Circle G Airport,75,US,US-LA,Jigger,-91.75509644,32.01129913
LS17,heliport,Jack Kent Heliport,,US,US-LA,Slidell,-89.61889648,30.06599998
LS18,small_airport,Ag Aviation Airport,21,US,US-LA,Welsh,-92.7786026,30.22389984
